,National_ID,Age,Gender,Region,Income_Level,Household_Dependents,Monthly_Energy_Consumption_kWh,Subsidy_Eligibility,Subsidy_Type,Amount_NGN,Channel,Date,Wallet_Activity_Status,Wallet_Balance_NGN,Days_Since_Last_Transaction,Avg_Monthly_Wallet_Balance,Suspected_Fraud
38847,ID04802,18,Male,Oyo,Low,7,125,1,Fuel,5121,Mobile Wallet,2020-04-06,Suspicious,4357.0,70.0,3095.0,1
38854,ID04802,18,Male,Oyo,Low,7,125,1,Fuel,4791,Mobile Wallet,2021-09-30,Inactive,4419.0,61.0,2517.0,1
38863,ID04804,20,Male,Kano,Low,4,117,1,Fuel,5127,Mobile Wallet,2020-08-06,Inactive,4175.0,99.0,3436.0,1
38864,ID04804,20,Male,Kano,Low,4,117,1,Fuel,5909,Mobile Wallet,2019-04-12,Inactive,3531.0,88.0,6118.0,1
38886,ID04810,21,Male,Lagos,Low,1,61,0,Cash Transfer,8152,Mobile Wallet,2021-08-31,Suspicious,3969.0,30.0,7143.0,1
38892,ID04811,35,Male,Kano,Low,1,104,0,Fuel,5760,Mobile Wallet,2020-08-19,Inactive,1812.0,97.0,2075.0,1
38897,ID04812,66,Male,Kaduna,Low,9,121,1,Fuel,5333,Mobile Wallet,2023-02-15,Inactive,7231.0,59.0,3936.0,1
38907,ID04813,36,Female,Kaduna,Low,6,67,1,Fuel,5647,Mobile Wallet,2020-03-29,Suspicious,5271.0,22.0,3669.0,1
38932,ID04815,69,Male,Kano,Middle,7,68,0,Cash Transfer,4966,Mobile Wallet,2022-06-26,Suspicious,3882.0,66.0,4354.0,1
38948,ID04818,31,Female,Oyo,Middle,4,78,0,Cash Transfer,5263,Mobile Wallet,2021-09-18,Inactive,2790.0,25.0,3890.0,1
38973,ID04820,31,Female,Kaduna,Low,1,73,0,Fuel,5694,Mobile Wallet,2020-01-12,Inactive,7456.0,72.0,6286.0,1
38974,ID04821,51,Female,Rivers,Low,8,81,1,Cash Transfer,7126,Mobile Wallet,2019-01-05,Inactive,3841.0,68.0,5105.0,1
39001,ID04823,41,Female,Yobe,Low,7,123,1,Fuel,5747,Mobile Wallet,2023-11-30,Suspicious,5064.0,0.0,6608.0,1
39010,ID04824,46,Female,Kano,Low,1,57,0,Cash Transfer,7659,Mobile Wallet,2021-10-23,Inactive,3639.0,43.0,8475.0,1
39013,ID04824,46,Female,Kano,Low,1,57,0,Cash Transfer,7717,Mobile Wallet,2019-05-06,Inactive,6766.0,14.0,2851.0,1
39023,ID04824,46,Female,Kano,Low,1,57,0,Cash Transfer,7922,Mobile Wallet,2022-04-16,Suspicious,4660.0,15.0,7697.0,1
39058,ID04829,57,Male,Kano,Low,1,129,0,Cash Transfer,7516,Mobile Wallet,2020-11-05,Suspicious,4801.0,79.0,5026.0,1
39070,ID04830,36,Female,Kaduna,Middle,6,143,0,Cash Transfer,4536,Mobile Wallet,2019-10-25,Inactive,5720.0,0.0,4684.0,1
39077,ID04831,18,Female,Yobe,Low,4,124,1,Fuel,5704,Mobile Wallet,2023-04-28,Inactive,4493.0,51.0,2537.0,1
39134,ID04838,65,Female,Rivers,Low,8,127,1,Fuel,5606,Mobile Wallet,2021-07-28,Suspicious,6285.0,59.0,4073.0,1
39161,ID04843,60,Female,Oyo,Low,6,142,1,Cash Transfer,7248,Mobile Wallet,2020-10-05,Suspicious,4843.0,43.0,5909.0,1
39197,ID04850,40,Female,Yobe,Middle,7,114,0,Cash Transfer,4812,Mobile Wallet,2019-11-25,Inactive,1103.0,78.0,3958.0,1
39202,ID04850,40,Female,Yobe,Middle,7,114,0,Cash Transfer,5183,Mobile Wallet,2021-03-06,Inactive,3744.0,81.0,5126.0,1
39228,ID04853,68,Male,Kaduna,Middle,9,77,0,Cash Transfer,5256,Mobile Wallet,2023-09-17,Inactive,9603.0,75.0,2993.0,1
39308,ID04860,33,Female,Yobe,Low,9,104,1,Fuel,4611,Mobile Wallet,2022-07-17,Inactive,5637.0,90.0,4705.0,1
39372,ID04867,50,Female,Yobe,Low,3,112,0,Cash Transfer,7835,Mobile Wallet,2022-09-10,Inactive,8102.0,61.0,2568.0,1
39424,ID04876,50,Male,Oyo,Low,3,88,0,Fuel,5966,Mobile Wallet,2021-04-19,Inactive,4667.0,35.0,3050.0,1
39425,ID04877,22,Male,Rivers,Low,5,104,1,Cash Transfer,7155,Mobile Wallet,2021-07-08,Inactive,1632.0,82.0,4457.0,1
39435,ID04878,45,Female,Lagos,Low,9,123,1,Cash Transfer,7912,Mobile Wallet,2021-01-18,Inactive,1159.0,28.0,3490.0,1
39442,ID04878,45,Female,Lagos,Low,9,123,1,Cash Transfer,6770,Mobile Wallet,2019-10-09,Inactive,5379.0,14.0,2701.0,1
39454,ID04879,31,Female,Kano,Low,1,120,0,Cash Transfer,6608,Mobile Wallet,2022-04-17,Suspicious,3082.0,63.0,3886.0,1
39455,ID04879,31,Female,Kano,Low,1,120,0,Fuel,5993,Mobile Wallet,2022-08-09,Inactive,4676.0,11.0,2760.0,1
39537,ID04890,64,Male,Yobe,Low,1,95,0,Fuel,5684,Mobile Wallet,2022-05-12,Inactive,1827.0,72.0,3272.0,1
39546,ID04890,64,Male,Yobe,Low,1,95,0,Cash Transfer,6701,Mobile Wallet,2023-10-19,Suspicious,3235.0,0.0,2377.0,1
39564,ID04894,30,Female,Oyo,Low,5,111,1,Cash Transfer,7503,Mobile Wallet,2023-10-10,Inactive,6556.0,31.0,1408.0,1
39578,ID04895,37,Male,Yobe,Middle,5,113,0,Cash Transfer,4687,Mobile Wallet,2022-09-19,Inactive,6755.0,14.0,5655.0,1
39592,ID04897,32,Male,Kaduna,Middle,1,92,0,Cash Transfer,5436,Mobile Wallet,2023-11-17,Suspicious,0.0,34.0,4103.0,1
39753,ID04921,43,Female,Yobe,Middle,2,93,0,Cash Transfer,5390,Mobile Wallet,2020-12-17,Suspicious,8604.0,2.0,7310.0,1
39775,ID04925,44,Female,Oyo,Low,1,100,0,Fuel,4947,Mobile Wallet,2020-06-03,Inactive,2446.0,60.0,1611.0,1
39812,ID04930,27,Female,Lagos,Low,9,27,1,Fuel,5042,Mobile Wallet,2021-09-13,Inactive,5042.0,99.0,5715.0,1
39813,ID04931,51,Male,Kaduna,Low,8,45,1,Fuel,5520,Mobile Wallet,2020-11-11,Inactive,4603.0,13.0,3616.0,1
39814,ID04931,51,Male,Kaduna,Low,8,45,1,Cash Transfer,7180,Mobile Wallet,2019-05-02,Inactive,3423.0,92.0,4515.0,1
39835,ID04933,52,Male,Rivers,Low,7,88,1,Cash Transfer,5688,Mobile Wallet,2023-08-09,Inactive,3022.0,18.0,5063.0,1
39882,ID04939,39,Female,Oyo,Low,7,67,1,Fuel,5221,Mobile Wallet,2021-07-28,Suspicious,4440.0,2.0,5730.0,1
39902,ID04940,43,Male,Kaduna,Middle,6,123,0,Cash Transfer,4591,Mobile Wallet,2020-11-12,Suspicious,5028.0,28.0,2531.0,1
39926,ID04942,56,Female,Yobe,Low,4,70,1,Fuel,5182,Mobile Wallet,2019-01-12,Inactive,3516.0,0.0,4296.0,1
39928,ID04942,56,Female,Yobe,Low,4,70,1,Fuel,4545,Mobile Wallet,2021-10-27,Inactive,3762.0,5.0,5567.0,1
39930,ID04942,56,Female,Yobe,Low,4,70,1,Cash Transfer,6663,Mobile Wallet,2022-06-03,Inactive,3581.0,60.0,4081.0,1
39988,ID04951,61,Female,Oyo,Low,7,86,1,Fuel,4600,Mobile Wallet,2023-02-01,Suspicious,8124.0,13.0,6854.0,1
40032,ID04955,64,Female,Rivers,Low,6,74,1,Cash Transfer,7045,Mobile Wallet,2019-02-06,Suspicious,6261.0,11.0,5042.0,1
40048,ID04957,47,Female,Rivers,Low,3,75,0,Fuel,5163,Mobile Wallet,2020-07-06,Suspicious,5692.0,84.0,3893.0,1
40053,ID04958,51,Male,Lagos,Low,5,72,1,Cash Transfer,7455,Mobile Wallet,2019-06-03,Inactive,2756.0,24.0,5180.0,1
40055,ID04958,51,Male,Lagos,Low,5,72,1,Cash Transfer,7961,Mobile Wallet,2023-08-15,Suspicious,6613.0,38.0,7018.0,1
40127,ID04966,50,Male,Rivers,Middle,4,108,0,Cash Transfer,5587,Mobile Wallet,2023-04-08,Inactive,2164.0,33.0,3452.0,1
40144,ID04968,65,Male,Yobe,Middle,1,105,0,Cash Transfer,4614,Mobile Wallet,2022-05-07,Inactive,5029.0,52.0,5323.0,1
40171,ID04971,53,Male,Rivers,Middle,4,128,0,Cash Transfer,4864,Mobile Wallet,2022-10-14,Suspicious,4237.0,19.0,4555.0,1
40205,ID04974,21,Male,Yobe,Middle,6,68,0,Cash Transfer,5874,Mobile Wallet,2019-04-05,Inactive,6158.0,71.0,5694.0,1
40309,ID04989,42,Male,Oyo,Low,2,82,0,Cash Transfer,7625,Mobile Wallet,2021-12-26,Inactive,3922.0,5.0,2454.0,1
40336,ID04992,18,Male,Kano,Low,2,41,0,Cash Transfer,6347,Mobile Wallet,2023-03-01,Inactive,2754.0,26.0,6689.0,1
40398,ID05000,36,Female,Kano,Low,2,109,0,Fuel,4976,Mobile Wallet,2019-03-29,Suspicious,5046.0,8.0,2723.0,1
40455,ID05012,55,Male,Oyo,Low,1,139,0,Fuel,5206,Mobile Wallet,2021-04-24,Inactive,2200.0,70.0,3543.0,1
40519,ID05021,42,Female,Kano,Low,3,51,0,Cash Transfer,5686,Mobile Wallet,2020-06-05,Inactive,2372.0,46.0,3351.0,1
40593,ID05032,34,Male,Lagos,Low,6,110,1,Fuel,5018,Mobile Wallet,2021-01-16,Suspicious,5317.0,97.0,1983.0,1
40608,ID05033,60,Female,Kaduna,Low,2,151,0,Fuel,5275,Mobile Wallet,2022-10-13,Suspicious,4447.0,32.0,1951.0,1
40702,ID05045,69,Male,Oyo,Middle,8,85,0,Cash Transfer,4515,Mobile Wallet,2021-10-25,Suspicious,5278.0,87.0,3258.0,1
40715,ID05045,69,Male,Oyo,Middle,8,85,0,Cash Transfer,5486,Mobile Wallet,2021-06-28,Inactive,1699.0,28.0,5311.0,1
40726,ID05047,50,Male,Kaduna,Low,3,99,0,Fuel,4880,Mobile Wallet,2022-04-05,Suspicious,5844.0,81.0,3355.0,1
40739,ID05049,22,Male,Kano,Low,8,117,1,Cash Transfer,8122,Mobile Wallet,2019-06-20,Suspicious,7608.0,96.0,8456.0,1
40761,ID05053,57,Male,Rivers,Low,9,60,1,Fuel,5123,Mobile Wallet,2023-07-16,Suspicious,6890.0,23.0,2691.0,1
40763,ID05053,57,Male,Rivers,Low,9,60,1,Fuel,4533,Mobile Wallet,2020-01-31,Inactive,7215.0,73.0,4755.0,1
40774,ID05054,28,Female,Yobe,Low,8,100,1,Fuel,5650,Mobile Wallet,2020-07-29,Inactive,4104.0,96.0,5694.0,1
40800,ID05056,20,Female,Lagos,Middle,7,121,0,Cash Transfer,5571,Mobile Wallet,2019-01-10,Inactive,2737.0,62.0,2710.0,1
40802,ID05056,20,Female,Lagos,Middle,7,121,0,Cash Transfer,4602,Mobile Wallet,2021-02-15,Inactive,3436.0,2.0,5017.0,1
40818,ID05058,28,Female,Lagos,Low,9,101,1,Cash Transfer,8114,Mobile Wallet,2019-01-28,Inactive,7532.0,50.0,4786.0,1
40828,ID05058,28,Female,Lagos,Low,9,101,1,Fuel,5153,Mobile Wallet,2023-06-01,Suspicious,6092.0,15.0,2976.0,1
40910,ID05068,30,Female,Oyo,Middle,3,124,0,Cash Transfer,4905,Mobile Wallet,2021-06-08,Suspicious,6726.0,76.0,4970.0,1
40941,ID05071,27,Female,Oyo,Low,5,127,1,Fuel,5890,Mobile Wallet,2021-12-01,Suspicious,7240.0,42.0,4946.0,1
40944,ID05071,27,Female,Oyo,Low,5,127,1,Fuel,5957,Mobile Wallet,2019-06-05,Inactive,2580.0,94.0,4249.0,1
40968,ID05074,44,Male,Kaduna,Middle,2,119,0,Cash Transfer,5528,Mobile Wallet,2022-09-22,Suspicious,6424.0,98.0,5292.0,1
41009,ID05077,68,Female,Rivers,Low,6,129,1,Cash Transfer,6212,Mobile Wallet,2022-09-04,Inactive,3698.0,69.0,3268.0,1
41011,ID05077,68,Female,Rivers,Low,6,129,1,Fuel,4658,Mobile Wallet,2020-10-22,Inactive,3952.0,67.0,5000.0,1
41015,ID05078,63,Female,Yobe,Low,4,90,1,Cash Transfer,6983,Mobile Wallet,2019-08-23,Suspicious,7929.0,33.0,5203.0,1
41038,ID05080,34,Female,Rivers,Low,5,123,1,Cash Transfer,8101,Mobile Wallet,2022-11-27,Inactive,2574.0,91.0,4447.0,1
41086,ID05088,50,Male,Kano,Low,4,84,1,Fuel,4790,Mobile Wallet,2020-09-11,Suspicious,5295.0,40.0,2689.0,1
41091,ID05088,50,Male,Kano,Low,4,84,1,Cash Transfer,5953,Mobile Wallet,2020-11-06,Inactive,1621.0,51.0,5571.0,1
41095,ID05089,54,Female,Lagos,Low,4,72,1,Fuel,5850,Mobile Wallet,2020-06-17,Suspicious,528.0,86.0,4387.0,1
41131,ID05093,19,Female,Kaduna,Low,2,87,0,Fuel,4935,Mobile Wallet,2022-05-15,Inactive,4517.0,17.0,4874.0,1
41145,ID05095,55,Male,Lagos,Low,8,64,1,Cash Transfer,7135,Mobile Wallet,2020-10-06,Suspicious,3349.0,7.0,4187.0,1
41162,ID05097,53,Female,Yobe,Middle,9,78,0,Cash Transfer,5747,Mobile Wallet,2019-07-24,Inactive,2421.0,29.0,4407.0,1
41172,ID05099,60,Female,Rivers,Low,1,92,0,Cash Transfer,6654,Mobile Wallet,2023-10-10,Inactive,2814.0,99.0,5177.0,1
41175,ID05099,60,Female,Rivers,Low,1,92,0,Fuel,4678,Mobile Wallet,2019-10-26,Inactive,3885.0,60.0,4645.0,1
41182,ID05100,54,Male,Rivers,Low,8,117,1,Fuel,5221,Mobile Wallet,2022-08-06,Inactive,5860.0,86.0,3394.0,1
41218,ID05106,28,Female,Kaduna,Low,1,56,0,Fuel,5301,Mobile Wallet,2023-07-14,Suspicious,4776.0,16.0,4093.0,1
41245,ID05111,60,Male,Kano,Low,3,110,0,Cash Transfer,6308,Mobile Wallet,2019-05-20,Suspicious,4595.0,17.0,4218.0,1
41280,ID05115,32,Male,Kano,Low,4,124,1,Fuel,5527,Mobile Wallet,2021-11-08,Inactive,3748.0,44.0,2765.0,1
41292,ID05119,55,Female,Kano,Middle,4,80,0,Cash Transfer,5765,Mobile Wallet,2023-10-19,Inactive,1910.0,82.0,4528.0,1
41325,ID05123,55,Female,Lagos,Low,2,88,0,Fuel,5623,Mobile Wallet,2023-08-14,Suspicious,4285.0,66.0,5788.0,1
41344,ID05125,65,Female,Oyo,Low,1,123,0,Fuel,4890,Mobile Wallet,2021-12-03,Inactive,4232.0,47.0,2948.0,1
41381,ID05130,45,Female,Oyo,Middle,9,99,0,Cash Transfer,4837,Mobile Wallet,2022-04-24,Inactive,2586.0,0.0,3865.0,1
41384,ID05130,45,Female,Oyo,Middle,9,99,0,Cash Transfer,4592,Mobile Wallet,2019-01-22,Suspicious,5528.0,62.0,2410.0,1
41430,ID05135,62,Male,Lagos,Low,7,106,1,Cash Transfer,5841,Mobile Wallet,2022-06-07,Suspicious,522.0,97.0,6771.0,1
41435,ID05136,64,Female,Kaduna,Middle,7,94,0,Cash Transfer,5001,Mobile Wallet,2019-02-13,Inactive,5212.0,79.0,4576.0,1
41524,ID05149,38,Female,Kano,Low,4,74,1,Cash Transfer,7861,Mobile Wallet,2020-12-21,Suspicious,4912.0,80.0,2160.0,1
41602,ID05156,49,Male,Kano,Low,4,129,1,Fuel,5525,Mobile Wallet,2020-04-24,Inactive,4630.0,62.0,2936.0,1
41604,ID05156,49,Male,Kano,Low,4,129,1,Fuel,4790,Mobile Wallet,2019-07-05,Inactive,7190.0,91.0,2829.0,1
41625,ID05158,53,Female,Rivers,Low,1,96,0,Cash Transfer,7718,Mobile Wallet,2023-09-15,Inactive,3259.0,60.0,4027.0,1
41664,ID05166,66,Male,Kano,Low,3,92,0,Fuel,5868,Mobile Wallet,2019-01-29,Inactive,5094.0,57.0,5085.0,1
41676,ID05167,38,Male,Kano,Middle,1,148,0,Cash Transfer,5790,Mobile Wallet,2021-11-29,Suspicious,3378.0,96.0,5700.0,1
41766,ID05178,40,Male,Kano,Middle,6,96,0,Cash Transfer,5539,Mobile Wallet,2023-05-24,Suspicious,5530.0,74.0,1947.0,1
41779,ID05180,29,Male,Yobe,Low,4,97,1,Fuel,5637,Mobile Wallet,2019-01-12,Inactive,7068.0,69.0,5010.0,1
41783,ID05180,29,Male,Yobe,Low,4,97,1,Fuel,5173,Mobile Wallet,2023-04-29,Inactive,5712.0,65.0,3448.0,1
41784,ID05181,40,Male,Kaduna,Low,4,93,1,Cash Transfer,5929,Mobile Wallet,2020-12-02,Inactive,3194.0,49.0,2861.0,1
41813,ID05185,39,Male,Rivers,Low,2,78,0,Cash Transfer,6926,Mobile Wallet,2019-10-18,Suspicious,3546.0,88.0,4848.0,1
41827,ID05186,26,Female,Yobe,Low,2,43,0,Cash Transfer,7555,Mobile Wallet,2021-03-29,Inactive,8964.0,58.0,5479.0,1
41840,ID05192,49,Female,Oyo,Low,2,41,0,Cash Transfer,7170,Mobile Wallet,2021-07-28,Inactive,4122.0,84.0,4183.0,1
41847,ID05192,49,Female,Oyo,Low,2,41,0,Fuel,5887,Mobile Wallet,2022-09-10,Suspicious,8144.0,94.0,3594.0,1
41901,ID05201,38,Female,Lagos,Middle,3,92,0,Cash Transfer,4545,Mobile Wallet,2022-01-14,Inactive,6040.0,51.0,4630.0,1
41905,ID05201,38,Female,Lagos,Middle,3,92,0,Cash Transfer,5794,Mobile Wallet,2020-06-21,Inactive,3385.0,65.0,4292.0,1
41910,ID05202,19,Female,Yobe,Middle,7,58,0,Cash Transfer,5518,Mobile Wallet,2020-12-27,Inactive,6406.0,85.0,4013.0,1
41942,ID05204,23,Female,Lagos,Low,7,136,1,Fuel,4531,Mobile Wallet,2023-03-27,Inactive,4082.0,99.0,5570.0,1
41952,ID05205,61,Female,Kaduna,Low,4,105,1,Cash Transfer,6576,Mobile Wallet,2019-06-24,Inactive,5378.0,26.0,1308.0,1
42037,ID05216,31,Female,Kano,Low,4,86,1,Cash Transfer,6450,Mobile Wallet,2023-04-24,Suspicious,2015.0,36.0,3366.0,1
42040,ID05216,31,Female,Kano,Low,4,86,1,Cash Transfer,7815,Mobile Wallet,2020-06-11,Inactive,4105.0,8.0,857.0,1
42082,ID05221,51,Female,Kaduna,Low,6,137,1,Fuel,5517,Mobile Wallet,2019-07-09,Inactive,7979.0,63.0,3168.0,1
42084,ID05222,26,Female,Kano,Middle,5,81,0,Cash Transfer,5533,Mobile Wallet,2019-03-05,Inactive,2164.0,26.0,3352.0,1
42093,ID05222,26,Female,Kano,Middle,5,81,0,Cash Transfer,5394,Mobile Wallet,2022-11-09,Inactive,3391.0,51.0,5684.0,1
42107,ID05224,45,Female,Rivers,Middle,4,79,0,Cash Transfer,4537,Mobile Wallet,2019-05-06,Inactive,6115.0,49.0,4594.0,1
42145,ID05227,56,Male,Lagos,Low,3,216,0,Cash Transfer,6799,Mobile Wallet,2023-09-14,Suspicious,4991.0,18.0,4052.0,1
42185,ID05232,41,Female,Lagos,Low,6,58,1,Cash Transfer,5836,Mobile Wallet,2019-12-11,Inactive,4482.0,13.0,3221.0,1
42204,ID05234,60,Male,Kano,Low,3,83,0,Cash Transfer,6611,Mobile Wallet,2022-01-06,Inactive,4739.0,71.0,3110.0,1
42213,ID05235,26,Female,Kaduna,Low,4,82,1,Fuel,5654,Mobile Wallet,2019-01-03,Inactive,5573.0,90.0,4514.0,1
42220,ID05236,64,Male,Yobe,Middle,8,66,0,Cash Transfer,5103,Mobile Wallet,2019-06-07,Inactive,2331.0,2.0,3734.0,1
42255,ID05240,20,Female,Rivers,Low,8,87,1,Cash Transfer,6828,Mobile Wallet,2022-03-02,Suspicious,7105.0,96.0,2654.0,1
42293,ID05244,59,Female,Lagos,Middle,7,93,0,Cash Transfer,5708,Mobile Wallet,2019-07-15,Inactive,3028.0,25.0,1477.0,1
42322,ID05247,67,Female,Yobe,Low,4,106,1,Fuel,4968,Mobile Wallet,2022-11-20,Inactive,6348.0,78.0,1228.0,1
42359,ID05250,30,Female,Yobe,Middle,9,113,0,Cash Transfer,4721,Mobile Wallet,2019-11-04,Inactive,4256.0,59.0,6542.0,1
42362,ID05251,18,Male,Kano,Low,3,90,0,Cash Transfer,6857,Mobile Wallet,2020-05-13,Inactive,6648.0,2.0,3804.0,1
42414,ID05255,64,Female,Rivers,Low,5,129,1,Cash Transfer,8113,Mobile Wallet,2022-05-27,Inactive,2247.0,43.0,5799.0,1
42432,ID05258,66,Female,Oyo,Middle,4,94,0,Cash Transfer,5052,Mobile Wallet,2019-11-13,Suspicious,3298.0,65.0,4474.0,1
42479,ID05265,30,Male,Lagos,Low,8,37,1,Cash Transfer,6036,Mobile Wallet,2019-02-12,Inactive,3636.0,44.0,6219.0,1
42497,ID05266,22,Female,Yobe,Middle,2,74,0,Cash Transfer,5847,Mobile Wallet,2022-06-19,Inactive,4971.0,97.0,1694.0,1
42570,ID05275,34,Female,Lagos,Low,1,86,0,Cash Transfer,7267,Mobile Wallet,2019-02-03,Inactive,3220.0,30.0,6928.0,1
42577,ID05276,60,Female,Rivers,Low,8,118,1,Fuel,5224,Mobile Wallet,2022-05-19,Inactive,11304.0,93.0,5222.0,1
42593,ID05278,20,Female,Lagos,Low,5,87,1,Cash Transfer,8267,Mobile Wallet,2019-11-20,Inactive,924.0,50.0,3040.0,1
42665,ID05287,26,Male,Kaduna,Low,2,133,0,Cash Transfer,8186,Mobile Wallet,2022-11-16,Inactive,4901.0,86.0,3654.0,1
42677,ID05288,18,Female,Rivers,Low,3,130,0,Cash Transfer,7440,Mobile Wallet,2020-01-12,Inactive,8076.0,47.0,1518.0,1
42679,ID05289,46,Female,Yobe,Low,7,130,1,Cash Transfer,8271,Mobile Wallet,2023-12-07,Inactive,4199.0,41.0,4484.0,1
42690,ID05290,39,Male,Rivers,Low,1,61,0,Cash Transfer,5602,Mobile Wallet,2022-01-26,Suspicious,5765.0,12.0,1718.0,1
42766,ID05302,19,Female,Lagos,Low,8,115,1,Cash Transfer,8085,Mobile Wallet,2023-04-20,Suspicious,3854.0,22.0,2390.0,1
42782,ID05303,58,Female,Oyo,Middle,8,88,0,Cash Transfer,4717,Mobile Wallet,2022-04-05,Inactive,5884.0,39.0,991.0,1
42797,ID05305,32,Male,Lagos,Low,6,71,1,Cash Transfer,7419,Mobile Wallet,2022-05-06,Inactive,3847.0,56.0,5046.0,1
42811,ID05306,20,Female,Kaduna,Middle,7,10,0,Cash Transfer,5672,Mobile Wallet,2022-11-27,Suspicious,3867.0,17.0,1619.0,1
42839,ID05309,47,Male,Rivers,Low,7,94,1,Cash Transfer,7408,Mobile Wallet,2019-03-30,Suspicious,6757.0,50.0,6781.0,1
42845,ID05309,47,Male,Rivers,Low,7,94,1,Fuel,5144,Mobile Wallet,2022-12-16,Inactive,4885.0,80.0,3131.0,1
42903,ID05315,49,Female,Lagos,Low,6,91,1,Fuel,5242,Mobile Wallet,2020-01-21,Inactive,1684.0,43.0,2876.0,1
42910,ID05316,25,Male,Kaduna,Low,7,105,1,Fuel,4868,Mobile Wallet,2023-10-23,Inactive,9410.0,28.0,5393.0,1
42914,ID05316,25,Male,Kaduna,Low,7,105,1,Fuel,5124,Mobile Wallet,2021-09-08,Inactive,5218.0,33.0,1706.0,1
42918,ID05318,23,Male,Lagos,Low,6,132,1,Cash Transfer,6806,Mobile Wallet,2019-11-26,Suspicious,7550.0,70.0,639.0,1
42928,ID05320,64,Female,Yobe,Low,7,90,1,Cash Transfer,7085,Mobile Wallet,2023-07-03,Inactive,7350.0,72.0,3060.0,1
42932,ID05322,53,Female,Kano,Low,3,104,0,Cash Transfer,6875,Mobile Wallet,2023-06-12,Inactive,6020.0,48.0,2340.0,1
42940,ID05322,53,Female,Kano,Low,3,104,0,Fuel,5855,Mobile Wallet,2021-07-13,Inactive,0.0,1.0,4444.0,1
42953,ID05323,32,Female,Lagos,Low,2,109,0,Cash Transfer,7464,Mobile Wallet,2021-05-23,Suspicious,3675.0,74.0,3300.0,1
42972,ID05325,69,Male,Kaduna,Low,4,145,1,Cash Transfer,7218,Mobile Wallet,2020-07-30,Inactive,3031.0,49.0,3685.0,1
42980,ID05326,66,Male,Rivers,Low,2,113,0,Fuel,5768,Mobile Wallet,2020-03-09,Suspicious,6409.0,76.0,3818.0,1
42983,ID05326,66,Male,Rivers,Low,2,113,0,Fuel,5472,Mobile Wallet,2023-08-31,Inactive,3941.0,84.0,7054.0,1
43018,ID05329,19,Female,Lagos,Low,6,108,1,Cash Transfer,6843,Mobile Wallet,2019-08-11,Inactive,7198.0,95.0,3031.0,1
43034,ID05330,30,Female,Rivers,Low,4,93,1,Cash Transfer,7152,Mobile Wallet,2020-03-08,Suspicious,4403.0,77.0,2691.0,1
43061,ID05335,59,Female,Oyo,Low,3,81,0,Cash Transfer,6802,Mobile Wallet,2022-12-21,Inactive,4877.0,58.0,3863.0,1
43073,ID05335,59,Female,Oyo,Low,3,81,0,Cash Transfer,6124,Mobile Wallet,2022-05-08,Inactive,2864.0,73.0,3471.0,1
43075,ID05336,46,Female,Rivers,Middle,9,67,0,Cash Transfer,4570,Mobile Wallet,2021-03-03,Suspicious,6790.0,98.0,4289.0,1
43121,ID05341,57,Female,Rivers,Low,9,91,1,Fuel,4880,Mobile Wallet,2020-09-09,Inactive,2109.0,29.0,5205.0,1
43147,ID05343,69,Female,Kaduna,Low,1,90,0,Cash Transfer,5787,Mobile Wallet,2019-10-15,Suspicious,7033.0,79.0,5547.0,1
43182,ID05347,49,Male,Kano,Low,7,99,1,Cash Transfer,8205,Mobile Wallet,2022-08-02,Inactive,3384.0,88.0,4745.0,1
43205,ID05352,66,Female,Rivers,Low,5,116,1,Fuel,4900,Mobile Wallet,2023-09-07,Inactive,2047.0,81.0,2242.0,1
43243,ID05358,65,Female,Kaduna,Middle,3,135,0,Cash Transfer,4792,Mobile Wallet,2022-10-31,Inactive,8736.0,98.0,3971.0,1
43251,ID05359,42,Male,Kano,Low,4,104,1,Cash Transfer,8214,Mobile Wallet,2023-01-23,Suspicious,6119.0,48.0,3103.0,1
43260,ID05359,42,Male,Kano,Low,4,104,1,Cash Transfer,7639,Mobile Wallet,2022-05-23,Inactive,6231.0,11.0,4002.0,1
43264,ID05359,42,Male,Kano,Low,4,104,1,Cash Transfer,7383,Mobile Wallet,2023-12-05,Inactive,3217.0,70.0,0.0,1
43347,ID05370,52,Male,Oyo,Low,9,76,1,Cash Transfer,7515,Mobile Wallet,2020-04-15,Inactive,3721.0,60.0,3606.0,1
43349,ID05370,52,Male,Oyo,Low,9,76,1,Cash Transfer,7295,Mobile Wallet,2022-03-03,Inactive,3181.0,81.0,5885.0,1
43384,ID05375,24,Female,Oyo,Low,4,62,1,Fuel,5977,Mobile Wallet,2020-02-16,Suspicious,2758.0,48.0,1848.0,1
43535,ID05392,59,Female,Yobe,Low,5,74,1,Fuel,5779,Mobile Wallet,2020-09-11,Inactive,4758.0,18.0,1661.0,1
43536,ID05392,59,Female,Yobe,Low,5,74,1,Cash Transfer,6696,Mobile Wallet,2020-03-16,Inactive,5058.0,44.0,3199.0,1
43550,ID05393,29,Female,Kaduna,Low,4,43,1,Cash Transfer,6825,Mobile Wallet,2023-08-07,Inactive,4013.0,2.0,293.0,1
43551,ID05393,29,Female,Kaduna,Low,4,43,1,Cash Transfer,6214,Mobile Wallet,2020-05-14,Suspicious,8279.0,25.0,2329.0,1
43574,ID05399,57,Female,Lagos,Low,8,55,1,Fuel,5193,Mobile Wallet,2023-01-09,Inactive,3574.0,82.0,5128.0,1
